username,rating,max_rating,rank,total_solved,hard_solved,top_tags,top_languages,contests
dooglius,1866,1866,expert,144,30,"greedy,math,constructive algorithms,implementation,dp","C++23 (GCC 14-64, msys2),Python 2",13
_totoro,1912,2067,candidate master,342,180,"greedy,math,implementation,constructive algorithms,dp","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",41
kocieoczy,2303,2303,international master,146,77,"greedy,math,dp,constructive algorithms,implementation","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),Rust 2021",13
DarkDevilVaqif,1681,1694,expert,644,192,"greedy,math,implementation,brute force,constructive algorithms","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",61
naive_wcx,2170,2170,master,549,382,"dp,data structures,math,greedy,implementation","C++14 (GCC 6-32),GNU C++11,C++17 (GCC 7-32)",31
ABHISHEK_GUPTA_1234_,1387,1387,pupil,542,12,"greedy,math,implementation,constructive algorithms,brute force","C++23 (GCC 14-64, msys2),GNU C11",25
jkl,2593,2593,grandmaster,70,32,"greedy,math,implementation,dp,data structures","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++20 (GCC 11-64)",13
FinrodF,2149,2226,master,432,227,"greedy,math,constructive algorithms,dp,implementation","C++17 (GCC 7-32),C++20 (GCC 11-64)",41
venkatakrishna_myana,1292,1292,pupil,113,0,"math,greedy,implementation,constructive algorithms,brute force",Java 8,21
j.e14,1298,1298,pupil,161,9,"implementation,math,greedy,brute force,constructive algorithms","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++20 (GCC 11-64)",11
__jk__,2288,2512,master,783,376,"greedy,math,implementation,constructive algorithms,brute force","C++20 (GCC 13-64),C++20 (GCC 11-64),C++23 (GCC 14-64, msys2)",86
Nikunj1365,1413,1413,specialist,31,0,"implementation,math,greedy,constructive algorithms,dp","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",8
n685,2335,2388,international master,868,560,"greedy,math,dp,constructive algorithms,implementation","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),Rust 2021",54
Iron_china,2319,2389,international master,245,50,"greedy,math,implementation,constructive algorithms,brute force","C++14 (GCC 6-32),C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",31
-VirtualSelf-,1742,1742,expert,518,259,"greedy,math,data structures,dp,implementation","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++20 (GCC 11-64)",19
being_mysterious,1818,1818,expert,736,317,"greedy,math,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",96
ApurbaKumarShow,2156,2156,master,426,162,"greedy,math,dp,constructive algorithms,brute force","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),JavaScript",45
MohamedAdel_2025,2152,2152,master,80,15,"greedy,math,constructive algorithms,dp,implementation","PyPy 3-64,C++23 (GCC 14-64, msys2),Python 3",15
vgtcross,2462,2626,grandmaster,973,476,"greedy,math,constructive algorithms,implementation,dp","C++20 (GCC 11-64),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",57
Endagorion,2780,3313,international grandmaster,922,683,"math,greedy,dp,constructive algorithms,data structures","C++20 (GCC 11-64),C++17 (GCC 7-32),C++17 (GCC 9-64)",265
thesaurabhmishra001,1425,1425,specialist,21,0,"math,implementation,greedy,constructive algorithms,sortings",Java 21,7
Yousef.Osama,1988,2196,candidate master,581,148,"greedy,math,constructive algorithms,implementation,dp","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",201
Sugarii,2086,2390,candidate master,739,255,"greedy,math,constructive algorithms,implementation,dp","C++17 (GCC 9-64),C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",200
rolandpetrean,2489,2489,grandmaster,523,304,"greedy,math,constructive algorithms,implementation,dp","C++17 (GCC 7-32),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",96
Amiya.,2275,2328,master,403,257,"greedy,dp,math,constructive algorithms,brute force","C++20 (GCC 13-64),C++14 (GCC 6-32),C++17 (GCC 7-32)",31
itachi_god,2012,2078,candidate master,383,83,"math,greedy,implementation,constructive algorithms,brute force","C++14 (GCC 6-32),C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",91
hlopers,1638,1683,expert,391,138,"greedy,math,constructive algorithms,dp,brute force","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++14 (GCC 6-32)",24
GCDemon,1562,1562,specialist,64,23,"greedy,math,brute force,data structures,dp","C++20 (GCC 13-64),C++17 (GCC 7-32)",11
MatveiKniazev,1607,1627,expert,94,13,"greedy,math,implementation,constructive algorithms,brute force","C++23 (GCC 14-64, msys2)",20
yash3292,1682,1682,expert,640,116,"greedy,math,implementation,constructive algorithms,brute force","C++23 (GCC 14-64, msys2)",43
ad1let17,1229,1354,pupil,93,23,"greedy,math,constructive algorithms,brute force,implementation","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",14
ritwik_69,1600,1661,expert,859,351,"greedy,math,brute force,implementation,dp","C++17 (GCC 7-32),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",45
LCat90,2090,2174,candidate master,417,325,"dp,greedy,math,data structures,implementation","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",17
bachviet,1334,1334,pupil,27,0,"math,greedy,implementation,two pointers,data structures","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",10
aryak05,1910,1910,candidate master,825,330,"greedy,math,constructive algorithms,implementation,dp","C++17 (GCC 7-32),C++20 (GCC 13-64),C++20 (GCC 11-64)",42
shubhradeeppaul05,1609,1609,expert,402,55,"greedy,math,implementation,dp,constructive algorithms","C++23 (GCC 14-64, msys2),PyPy 3-64,Python 3",41
shuklaradhana37,1087,1094,newbie,30,0,"math,implementation,greedy,brute force,constructive algorithms","C++20 (GCC 13-64),C++17 (GCC 7-32),Kotlin 1.7",9
brusgry,1810,2014,expert,709,302,"greedy,dp,math,data structures,implementation","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",60
cl_lmc,1465,1465,specialist,192,3,"greedy,implementation,math,constructive algorithms,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64)",14
letsgocpp,1997,1997,candidate master,145,17,"greedy,math,implementation,constructive algorithms,brute force","C++20 (GCC 11-64),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",44
yravidheeraj12,1617,1617,expert,360,41,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),GNU C11",91
tarjen,2572,2745,grandmaster,688,247,"greedy,math,dp,data structures,constructive algorithms","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",72
TadijaSebez,2644,3035,international grandmaster,766,393,"greedy,data structures,math,constructive algorithms,dp","C++17 (GCC 7-32),C++14 (GCC 6-32),Kotlin 1.4",132
nba_yeabsira,1833,1833,expert,683,135,"implementation,greedy,math,brute force,constructive algorithms","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),Python 3",32
UP84,2186,2186,master,494,165,"greedy,math,brute force,constructive algorithms,implementation","C++20 (GCC 13-64),C++20 (GCC 11-64),C++17 (GCC 7-32)",59
ilia.roldugin,1789,1826,expert,464,124,"greedy,math,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2)",25
Weiqu0852,2165,2253,master,55,24,"greedy,math,dp,constructive algorithms,implementation",C++20 (GCC 13-64),9
getawronganswer,2484,2484,grandmaster,71,33,"greedy,math,constructive algorithms,dp,implementation","C++17 (GCC 7-32),Mysterious Language",8
latanchar,2128,2178,master,110,32,"greedy,dp,math,constructive algorithms,implementation","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",24
mirach0ck,2016,2016,candidate master,252,24,"math,greedy,implementation,constructive algorithms,brute force","C++20 (GCC 11-64),C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",22
Krabbypatty,1870,2173,expert,491,125,"greedy,math,constructive algorithms,implementation,brute force","C++20 (GCC 13-64),C++17 (GCC 7-32),C++20 (GCC 11-64)",58
Hazrat_Ali9,1686,1686,expert,622,37,"implementation,math,greedy,brute force,constructive algorithms","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),GNU C11",18
rqlwc,2155,2155,master,419,215,"greedy,math,dp,data structures,constructive algorithms","C++20 (GCC 13-64),C++14 (GCC 6-32),C++23 (GCC 14-64, msys2)",27
shawnlimjh,1444,1444,specialist,221,49,"greedy,math,implementation,constructive algorithms,dp","C++20 (GCC 13-64),C++14 (GCC 6-32),C++17 (GCC 7-32)",26
gjaynir0508,1530,1530,specialist,227,22,"greedy,math,implementation,constructive algorithms,brute force","C++23 (GCC 14-64, msys2),PyPy 3-64",27
tanmaygarg021103,1643,1643,expert,23,0,"constructive algorithms,math,greedy,dp,combinatorics","Java 8,Java 21",7
pseudo404,1600,1600,expert,349,69,"greedy,math,implementation,constructive algorithms,dp","C++17 (GCC 7-32),Python 3,C++23 (GCC 14-64, msys2)",56
AIF_is_carving,2018,2179,candidate master,595,285,"greedy,math,constructive algorithms,implementation,dp","C++17 (GCC 7-32),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",144
SHATTA,1844,1844,expert,28,8,"greedy,math,implementation,dp,strings",C++17 (GCC 7-32),4
FatihCihan,1766,2214,expert,591,304,"greedy,math,implementation,constructive algorithms,brute force","C++20 (GCC 13-64),C++20 (GCC 11-64),C++17 (GCC 7-32)",132
ezGeometry,2008,2049,candidate master,175,103,"greedy,math,constructive algorithms,dp,brute force","C++17 (GCC 7-32),C++20 (GCC 11-64),C++23 (GCC 14-64, msys2)",17
Fisherman,1924,2096,candidate master,50,15,"math,greedy,brute force,sortings,data structures","C++17 (GCC 7-32),C++20 (GCC 13-64),C++14 (GCC 6-32)",13
turneja,2279,2279,master,624,363,"greedy,math,dp,data structures,implementation","C++20 (GCC 13-64),GNU C++11,C++23 (GCC 14-64, msys2)",62
sangshang,1854,1870,expert,353,322,"dp,math,greedy,data structures,brute force","C++20 (GCC 13-64),C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",10
zero_potential,1428,1428,specialist,56,1,"math,greedy,implementation,constructive algorithms,brute force","C++23 (GCC 14-64, msys2)",6
ICPCCode,1800,2118,expert,137,68,"greedy,math,constructive algorithms,implementation,dp","GNU C11,C++20 (GCC 13-64),C++17 (GCC 7-32)",13
AEVV1,358,358,newbie,0,0,,,1
AsobinoKankei,1976,2177,candidate master,562,303,"greedy,math,dp,constructive algorithms,implementation","C++20 (GCC 13-64),C++20 (GCC 11-64),C++23 (GCC 14-64, msys2)",53
suhcir__kalra08,1622,1622,expert,560,271,"greedy,math,constructive algorithms,implementation,dp","PyPy 3-64,PyPy 3,C++20 (GCC 13-64)",46
chuanyu.fan,2279,2279,master,325,173,"greedy,math,implementation,data structures,dp","C++23 (GCC 14-64, msys2),C++14 (GCC 6-32),C++17 (GCC 7-32)",22
Qaaxaap,1961,1961,candidate master,143,72,"greedy,math,implementation,dp,data structures","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),Rust 2024",19
Rampyaaryan,,,,5,0,"greedy,math,implementation,binary search,constructive algorithms","C++20 (GCC 13-64),C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",0
op__op,2434,2544,grandmaster,310,233,"greedy,dp,math,data structures,constructive algorithms","C++20 (GCC 13-64),C++14 (GCC 6-32),C++17 (GCC 9-64)",24
cgmoreda,2165,2266,master,640,94,"greedy,math,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",161
Hbayeb,1297,1357,pupil,399,42,"greedy,math,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),C++20 (GCC 13-64)",111
eu_caue,1609,1670,expert,602,152,"greedy,math,dp,brute force,data structures","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",33
AshenWitch,2259,2259,master,147,56,"greedy,math,implementation,brute force,constructive algorithms","C++14 (GCC 6-32),C++20 (GCC 11-64),C++17 (GCC 7-32)",15
ankitkr0004,1115,1167,newbie,178,9,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64)",43
PP2412,1798,2033,expert,163,14,"greedy,math,implementation,brute force,constructive algorithms","Python 3,C++23 (GCC 14-64, msys2),GNU C11",49
jatin2006,1190,1190,newbie,110,2,"implementation,math,greedy,constructive algorithms,binary search",C++20 (GCC 13-64),18
alphabe,1360,1623,pupil,357,33,"greedy,math,implementation,brute force,constructive algorithms","GNU C++11,C++17 (GCC 7-32),C++14 (GCC 6-32)",57
Khanhcsp1,2205,2205,master,70,26,"greedy,math,implementation,data structures,brute force","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",11
Radewoosh,3499,3759,legendary grandmaster,720,277,"greedy,math,dp,constructive algorithms,implementation","C++20 (GCC 13-64),C++20 (GCC 11-64),C++23 (GCC 14-64, msys2)",265
Sumith_chandra,1805,1823,expert,199,45,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",42
sjm150,2080,2086,candidate master,541,203,"greedy,math,constructive algorithms,implementation,brute force","C++20 (GCC 13-64),C++17 (GCC 7-32)",113
tomlin7,955,1026,newbie,16,0,"greedy,math,sortings,implementation,strings","C++23 (GCC 14-64, msys2),Python 3",8
alisater14,1376,1376,pupil,184,19,"implementation,math,greedy,strings,brute force","Python 3,C++23 (GCC 14-64, msys2),PyPy 3-64",10
shubhojit-mitra-dev,1288,1360,pupil,63,3,"implementation,math,greedy,sortings,strings","C++17 (GCC 7-32),Java 21",9
Krishna_Srivastav1234,1211,1259,pupil,433,11,"greedy,math,implementation,constructive algorithms,brute force","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",40
Handsome2004,2287,2349,master,637,337,"greedy,math,constructive algorithms,implementation,dp","C++17 (GCC 7-32),C++17 (GCC 9-64),C++20 (GCC 11-64)",93
Goku09,1838,1838,expert,556,140,"greedy,math,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64)",60
zsombor,2098,2210,candidate master,353,151,"greedy,math,implementation,constructive algorithms,dp","C++20 (GCC 13-64),C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",35
HeadHunter_735,1295,1336,pupil,257,0,"math,greedy,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),C++20 (GCC 13-64)",13
Ashwanth.K,2251,2325,master,692,460,"greedy,math,dp,data structures,constructive algorithms","C++20 (GCC 13-64),C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",120
SendThemToHell,2462,2590,grandmaster,619,202,"math,greedy,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++20 (GCC 11-64),MS C++ 2017",44
MrAndria,2184,2222,master,638,282,"greedy,math,constructive algorithms,implementation,brute force","C++20 (GCC 13-64),C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",198
ibrahimjp630,1698,1731,expert,559,303,"greedy,math,brute force,dp,implementation",Java 21,31
mannsrivastava49,1398,1398,pupil,131,4,"greedy,math,implementation,constructive algorithms,brute force",C++20 (GCC 13-64),17
trigger.cpp,1858,2141,expert,78,40,"greedy,math,dp,constructive algorithms,brute force","C++23 (GCC 14-64, msys2),Python 3",10
Tech_100,641,641,newbie,7,2,"greedy,strings,dp,games,math",C++17 (GCC 7-32),3
i_love_lebron696969,1601,1601,expert,30,6,"math,greedy,sortings,dp,implementation",C++17 (GCC 7-32),9
magikrap,2076,2149,candidate master,488,170,"math,greedy,implementation,constructive algorithms,dp","C++23 (GCC 14-64, msys2),C++20 (GCC 11-64),C++17 (GCC 7-32)",43
JeanBombeur,2439,2609,grandmaster,767,419,"greedy,math,constructive algorithms,dp,implementation","C++17 (GCC 9-64),C++20 (GCC 11-64),C++23 (GCC 14-64, msys2)",93
MX_muxi,1728,1764,expert,221,82,"greedy,math,dp,implementation,data structures","C++14 (GCC 6-32),C++20 (GCC 13-64),C++17 (GCC 7-32)",26
Eydis,1472,1472,specialist,49,6,"greedy,implementation,dp,constructive algorithms,math","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),Ruby 3",12
chenzhiyi,1796,2072,expert,516,273,"math,greedy,dp,implementation,data structures","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",13
mayank_singal,1643,1843,expert,548,223,"greedy,math,constructive algorithms,brute force,implementation","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",46
Ad28,1513,1547,specialist,727,243,"greedy,math,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2),PyPy 3-64",39
totallyAugustus,1648,1709,expert,240,42,"greedy,math,constructive algorithms,implementation,brute force",C++20 (GCC 13-64),56
cdx123456,2342,2342,international master,556,403,"data structures,greedy,dp,math,constructive algorithms","C++20 (GCC 13-64),C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",51
HoyHoyCharhang,2052,2126,candidate master,145,51,"greedy,math,constructive algorithms,implementation,dp","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),PyPy 3",24
Aryaman__001,1440,1440,specialist,189,3,"greedy,math,implementation,brute force,constructive algorithms","Java 21,C++20 (GCC 13-64)",25
kaxaw,1817,1817,expert,113,46,"greedy,math,constructive algorithms,implementation,data structures","C++17 (GCC 7-32),C++14 (GCC 6-32),C++20 (GCC 13-64)",14
dsgrekova2,2803,2854,international grandmaster,96,51,"greedy,math,constructive algorithms,implementation,dp","C++20 (GCC 13-64),C++17 (GCC 7-32),C++20 (GCC 11-64)",21
sophie_hatter,1788,1909,expert,855,336,"greedy,math,constructive algorithms,implementation,brute force","PyPy 3-64,PyPy 3,C++20 (GCC 11-64)",45
thesp3ctre,1437,1536,specialist,677,198,"greedy,math,implementation,constructive algorithms,brute force","C++20 (GCC 11-64),C++20 (GCC 13-64),C++17 (GCC 7-32)",62
purinliang,1916,2289,candidate master,908,396,"math,greedy,implementation,dp,constructive algorithms","C++17 (GCC 7-32),C++20 (GCC 13-64),C++17 (GCC 9-64)",184
medmdg_3,2328,2328,international master,581,159,"greedy,math,implementation,constructive algorithms,brute force","C++20 (GCC 11-64),C++17 (GCC 7-32),C++20 (GCC 13-64)",73
AndriHack,,,,0,0,,,0
lindelof,2192,2222,master,46,21,"greedy,dp,constructive algorithms,math,data structures",C++17 (GCC 7-32),9
antguz,1837,2269,expert,1059,443,"greedy,math,constructive algorithms,implementation,brute force","C++14 (GCC 6-32),C++17 (GCC 7-32),C++17 (GCC 9-64)",369
Rudra_1232,1677,1683,expert,909,331,"math,greedy,implementation,brute force,constructive algorithms","C++20 (GCC 11-64),C++20 (GCC 13-64),C++17 (GCC 7-32)",22
SilentEchoes,1803,1803,expert,60,7,"greedy,math,constructive algorithms,implementation,sortings",C++17 (GCC 7-32),11
ANfi,1408,1506,specialist,741,160,"greedy,math,implementation,constructive algorithms,brute force","C++20 (GCC 13-64),Python 3",33
NavaPramuk,1511,1604,specialist,103,43,"dp,greedy,math,dfs and similar,trees","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",8
sharmaanuj334,1448,1544,specialist,679,52,"greedy,math,implementation,constructive algorithms,brute force","C++14 (GCC 6-32),C++17 (GCC 7-32),C++20 (GCC 13-64)",49
_Human,1730,1730,expert,71,10,"greedy,math,constructive algorithms,implementation,sortings","C++20 (GCC 13-64),C++17 (GCC 7-32),C++17 (GCC 9-64)",17
conqueror_of_tourist,2928,3260,international grandmaster,657,249,"greedy,math,constructive algorithms,dp,brute force","PyPy 3-64,C++20 (GCC 13-64),C++20 (GCC 11-64)",101
caterpillow,2390,2415,international master,860,227,"greedy,math,implementation,sortings,data structures","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),Python 3",29
mcfr,1941,2211,candidate master,612,276,"greedy,math,implementation,constructive algorithms,dp","C++14 (GCC 6-32),C++17 (GCC 7-32),C++20 (GCC 11-64)",57
chenlinxuan0226,2441,2441,grandmaster,484,274,"greedy,math,dp,implementation,constructive algorithms","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),C++20 (GCC 13-64)",46
mohitsharmakv05,1580,1857,specialist,194,22,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),Node.js,C++23 (GCC 14-64, msys2)",15
King_Cobra,1620,1641,expert,592,381,"greedy,dp,math,data structures,graphs","C++17 (GCC 7-32),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",37
gleb.astashkin,2047,2384,candidate master,202,70,"greedy,math,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),Kotlin 1.9",273
vipransh,834,834,newbie,24,2,"math,brute force,strings,implementation,greedy","Java 21,C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",4
baodat,1810,1819,expert,267,97,"math,greedy,implementation,data structures,dp","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",29
amaruu,1813,1944,expert,396,150,"greedy,math,constructive algorithms,dp,implementation","C++17 (GCC 7-32),C++14 (GCC 6-32),C++20 (GCC 11-64)",196
Francisco_Martin,2076,2076,candidate master,749,289,"greedy,math,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",39
1ANH6,1480,1545,specialist,694,245,"greedy,math,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),PyPy 3-64",120
honyif,1544,1544,specialist,84,23,"greedy,math,implementation,dp,constructive algorithms","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",13
Topist,1361,1559,pupil,461,17,"greedy,math,implementation,constructive algorithms,brute force","C++23 (GCC 14-64, msys2),PyPy 3-64,C++20 (GCC 13-64)",36
KiddoRafi,1320,1320,pupil,181,5,"implementation,math,greedy,brute force,strings","PyPy 3-64,GNU C11,C++17 (GCC 7-32)",8
SidM007,1696,1748,expert,638,176,"greedy,math,constructive algorithms,brute force,implementation","C++20 (GCC 13-64),C++17 (GCC 7-32)",86
Casual_W,1467,1632,specialist,677,141,"greedy,math,constructive algorithms,brute force,implementation","C++23 (GCC 14-64, msys2)",37
ExplodingKonjac,2414,2445,grandmaster,634,500,"dp,greedy,data structures,math,constructive algorithms","C++17 (GCC 9-64),C++14 (GCC 6-32),C++20 (GCC 11-64)",17
hamamu,2170,2327,master,687,317,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),C++17 (GCC 9-64),C++20 (GCC 13-64)",55
Shakib2.0,1344,1344,pupil,45,0,"implementation,math,greedy,strings,constructive algorithms","C++17 (GCC 7-32),GNU C11",10
Emertyst,1768,1931,expert,470,110,"greedy,math,implementation,constructive algorithms,dp","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++14 (GCC 6-32)",32
iarihanti,1508,1519,specialist,17,0,"greedy,implementation,math,dp,strings","Go,C++17 (GCC 7-32),C++20 (GCC 13-64)",3
pera2008,2076,2212,candidate master,643,291,"greedy,math,data structures,implementation,dp","C++17 (GCC 7-32),C++20 (GCC 13-64),C++20 (GCC 11-64)",155
leichunwei821,2200,2200,master,34,14,"greedy,math,constructive algorithms,dp,implementation",C++17 (GCC 7-32),7
shalinikashyap,1413,1413,specialist,63,2,"greedy,math,implementation,sortings,constructive algorithms",C++17 (GCC 7-32),11
fgwiebfaoish,1814,1814,expert,132,63,"math,greedy,constructive algorithms,brute force,dp","C# 8,Mono C#",17
soumyadiptocodes,1744,1812,expert,792,351,"greedy,math,implementation,brute force,constructive algorithms","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),Java 17",58
avner.m.lim,1658,1658,expert,334,76,"math,greedy,implementation,constructive algorithms,brute force","C++20 (GCC 13-64),PyPy 3-64",23
Calculatelove,2151,2231,master,985,496,"greedy,math,dp,data structures,constructive algorithms","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",45
Arpia,1728,1820,expert,336,94,"greedy,math,constructive algorithms,implementation,dp","C++20 (GCC 13-64),PyPy 3-64,C++23 (GCC 14-64, msys2)",59
Erkhemkhuu,1924,1924,candidate master,1007,356,"implementation,math,greedy,brute force,dp","C++17 (GCC 7-32),JSON,GNU C++11",69
KaPe503,1668,1731,expert,542,115,"greedy,math,implementation,brute force,constructive algorithms","C++17 (GCC 7-32),C++20 (GCC 11-64),C++20 (GCC 13-64)",45
_ARYA_,1484,1579,specialist,665,71,"greedy,math,constructive algorithms,implementation,brute force","PyPy 3-64,Python 3,C++23 (GCC 14-64, msys2)",42
lanthe0,2034,2050,candidate master,373,124,"greedy,math,dp,brute force,constructive algorithms","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),C++20 (GCC 13-64)",32
19-06,1489,1599,specialist,700,313,"greedy,math,constructive algorithms,brute force,implementation","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",55
saishreyaskasavajjala,1322,1382,pupil,117,2,"math,greedy,implementation,sortings,constructive algorithms","C++23 (GCC 14-64, msys2),PyPy 3-64",16
jguarX,1690,1690,expert,36,4,"greedy,math,constructive algorithms,implementation,dp","C++23 (GCC 14-64, msys2)",11
asdfghjkl123454321,1538,1576,specialist,91,26,"greedy,math,dp,constructive algorithms,implementation","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",14
syk070531,1943,2007,candidate master,764,485,"greedy,dp,math,data structures,implementation","C++17 (GCC 9-64),C++17 (GCC 7-32),C++14 (GCC 6-32)",27
Windowsredstone,2189,2205,master,205,74,"greedy,math,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2),GNU C++11,C++17 (GCC 9-64)",16
utkarsh_shandilya,922,1026,newbie,88,1,"math,greedy,brute force,constructive algorithms,implementation","PyPy 3-64,C++17 (GCC 7-32),Python 3",17
SalemAli,1560,1581,specialist,391,116,"greedy,math,dp,constructive algorithms,implementation","C++20 (GCC 13-64),C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",35
Tobo,2472,2493,grandmaster,606,281,"greedy,math,dp,constructive algorithms,data structures","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),PyPy 3",113
anshul_kgp,1854,1854,expert,41,7,"greedy,math,sortings,constructive algorithms,implementation",C++17 (GCC 7-32),8
zhj_wtm,1783,1783,expert,116,70,"data structures,greedy,dp,math,trees","C++14 (GCC 6-32),C++17 (GCC 7-32),GNU C++11",12
GroupMatrix,2960,3035,international grandmaster,303,205,"math,greedy,dp,data structures,constructive algorithms","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),C++20 (GCC 13-64)",22
vishwas,1773,1773,expert,391,39,"greedy,math,implementation,constructive algorithms,brute force","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),Python 3",27
Yagnik_Dhameliya,1964,2078,candidate master,761,290,"greedy,math,implementation,constructive algorithms,brute force","C++20 (GCC 13-64),C++17 (GCC 7-32),Kotlin 1.7",167
cywohoy,1802,1802,expert,157,36,"greedy,math,constructive algorithms,implementation,brute force","PyPy 3-64,C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",17
cqbzlwz,2225,2225,master,593,419,"math,dp,greedy,data structures,combinatorics","C++20 (GCC 13-64),C++14 (GCC 6-32),C++17 (GCC 7-32)",15
tarek14,1455,1525,specialist,495,57,"greedy,math,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",98
abhimanyu_karki,450,450,newbie,11,0,"brute force,greedy,math,sortings,games",Java 21,1
Oruc,1494,1608,specialist,677,166,"greedy,math,implementation,dp,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",63
